,ID,Tweet,Affect Dimension,Intensity Class,tweet_desc
163,2017-En-30380,When you're prof suggest @Pharrell and William James may be unlikely dialogue partners and then plays the #happy video #WeAreCST,valence,1: slightly positive emotional state can be inferred,youare prof suggest william james may unlikely dialogue partner play video
164,2017-En-10643,"be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better",valence,0: neutral or mixed emotional state can be inferred,strong independant practical stop living world fantasy snap faster u get use reality better
165,2017-En-40694,Beats is accurately all-powerful with respect to high-quality high-frequency speaker in re the extra desolate relating to fire-ea:…,valence,0: neutral or mixed emotional state can be inferred,beat accurately powerful respect high quality high frequency speaker extra desolate relating fire ea
166,2017-En-20831,@SteveBryantArt I was pretty sure it was a Golden Ticket. Get a tour. Make a mistake. Something horrific will happen to you. Good day sir.,valence,0: neutral or mixed emotional state can be inferred,pretty sure golden ticket get tour make mistake something horrific happen good day sir
167,2017-En-10096,"@NeoFundie @fitchest Ha. Right. I'm from San Jose, CA, and I was offended right there with you. Dave, go on a walk or something next time.",valence,-2: moderately negative emotional state can be inferred,ha right iam san jose ca offend right dave go walk something next time
168,2017-En-30312,@bradshawjp Sweet! #optimism,valence,1: slightly positive emotional state can be inferred,sweet
169,2017-En-11025,Repeal/remove the 'Johnson Amendment'. It is a direct affront to the First Amendment of the Constitution.,valence,-1: slightly negative emotional state can be inferred,repeal remove johnson amendment direct affront first amendment constitution
170,2017-En-20407,So they #threaten to kill #kapernick for KNEELING. I say every athlete just stop playing until social justice and equality comes forth.,valence,-2: moderately negative emotional state can be inferred,kill kneel say every athlete stop play social justice equality come forth
171,2017-En-11636,@JordySloan love that Jordy #revenge ⚽️,valence,0: neutral or mixed emotional state can be inferred,love jordy
172,2017-En-30624,"Mind if I tag along?' She asked cheerfully, sweeping a lock of hair behind her ear. 'I want to see if you've really got • @DitheringWizard",valence,0: neutral or mixed emotional state can be inferred,mind tag along ask cheerfully sweep lock hair behind ear want see youhave really get
173,2017-En-31502,"everyone hates twice, and i kinda did too but they got bops i'm bumping rn to cheer up",valence,0: neutral or mixed emotional state can be inferred,everyone hat twice kinda get bop iam bump rn cheer
174,2017-En-30340,"Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5",valence,1: slightly positive emotional state can be inferred,watch django unchain people may frown titter delight
175,2017-En-30954,I just want to let everyone out there know you are wonderful people! #beyourself   #late-night #compliment #behappy,valence,3: very positive emotional state can be inferred,want let everyone know wonderful people night
176,2017-En-40209,@el_tityboi bc it's a gloomy day Tony,valence,-3: very negative emotional state can be inferred,bc gloomy day tony
177,2017-En-30209,@crimpoop my adorable and cheerful daughter\nAlways pouring positivity green goo on me\ndare hurt her and you'll see hell //growls\n\n#PandaBot,valence,1: slightly positive emotional state can be inferred,adorable cheerful daughter nalways pour positivity green goo ndare hurt youwill see hell growl n n
178,2017-En-41228,@teenageic0n_ you'll be pleased to know my family are blues,valence,0: neutral or mixed emotional state can be inferred,youwill please know family blue
179,2017-En-10697,"Are you lost in the fury, fearing that you'll fail?",valence,-2: moderately negative emotional state can be inferred,lose fury fear youwill fail
180,2017-En-11187,some of the casuals tweets that Vic has faved are making me gag #bitter,valence,-3: very negative emotional state can be inferred,casuals tweet vic faved make gag
181,2017-En-10583,@judahandthelion TONIGHT. Legit can't wait to rage 🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🔥,valence,-2: moderately negative emotional state can be inferred,tonight legit cannot wait rage
182,2017-En-40661,ya boy gets mad tired of pine trees,valence,-1: slightly negative emotional state can be inferred,ya boy get mad tired pine tree
183,2017-En-40820,"MC: what are you listen to these days?\nBogum: these days I feel gloomy, I listen to ccm (spiritual song) often.\n\nChurch oppa mode. :)",valence,-1: slightly negative emotional state can be inferred,mc listen day nbogum day feel gloomy listen ccm spiritual song often n nchurch oppa mode happy
184,2017-En-40076,@6itmap I can't help but feel melancholic!,valence,-2: moderately negative emotional state can be inferred,cannot help feel melancholic
185,2017-En-30829,"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",valence,-3: very negative emotional state can be inferred,assure no laughter increase anger cost arrogance westminster
186,2017-En-22005,"😩😩😩😩 heads melted, very tired but can't sleep. #nightmare",valence,-3: very negative emotional state can be inferred,head melt tired cannot sleep
187,2017-En-30463,@LPDonovan this is why I think his pre prepped debate answers have the potential for hilarity,valence,0: neutral or mixed emotional state can be inferred,think pre prepped debate answer potential hilarity
188,2017-En-10067,Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps,valence,-2: moderately negative emotional state can be inferred,thing feed naay rag something brother filling gap
189,2017-En-10448,Women don't like girls because we resent them for looking so great/we wish we still looked like that  #washed,valence,0: neutral or mixed emotional state can be inferred,woman donot like girl resent look great wish still look like
190,2017-En-10280,"the outrage has passed and has been replaced by a mute, fatalistic acceptance of the current situation.  #fatalism",valence,-2: moderately negative emotional state can be inferred,outrage pass replace mute fatalistic acceptance current situation
191,2017-En-31603,#Sports Top seed Johnson chases double delight at Tour Championship,valence,0: neutral or mixed emotional state can be inferred,top seed johnson chase double delight tour championship
192,2017-En-31109,"@Za_buhmaid Happy birthday sweety .. sweet 21 hun hope u have a wonderful day and a wondrful joyful year better than the last one, Luv U ♥",valence,3: very positive emotional state can be inferred,happy birthday sweety sweet hun hope u wonderful day wondrful joyful year better last one luv u
193,2017-En-20408,"@tylerhower Covering Milo might make sense—not much, even at that—but celebrating him as puckish is cooperation in something ghastly.",valence,-2: moderately negative emotional state can be inferred,cover milo might make sense not much even celebrate puckish cooperation something ghastly
194,2017-En-11387,"Aidy: *has a physics question*\nAidy: '... ok, I'm not gonna ask Tristan cause I don't wanna aggravate her'",valence,-2: moderately negative emotional state can be inferred,aidy physic question naidy ok iam not gonna ask tristan cause donot wanna aggravate
195,2017-En-31474,#MeogysDailyVocabEnhancment Elation: quality or state of being elated; feeling or state of great joy or pride,valence,1: slightly positive emotional state can be inferred,elation quality state elate feeling state great joy pride
196,2017-En-41124,I can't pull myself out of depression,valence,-3: very negative emotional state can be inferred,cannot pull depression
197,2017-En-10582,@jessebwatters lol. Love it when you aggravate Juan. Keep up the good work. Lol,valence,0: neutral or mixed emotional state can be inferred,lol love aggravate juan keep good work lol
198,2017-En-30239,@MericanMainer AWW. I had a Maine Coon when I was little named Ted Eddy the Wonder Cat. They're such good cats! Very playful and sweet,valence,1: slightly positive emotional state can be inferred,aww maine coon little name ted eddy wonder cat theyare good cat playful sweet
199,2017-En-21313,@CNN please fire don lemon!!Do not let him report on anymore  protest. He is #horrible #negative and runs away from the issue at hand!,valence,-3: very negative emotional state can be inferred,please fire lemon not let report anymore protest run away issue hand
